,Year,Predicted,Actual,Error,Country
28,2018,1132.8157210843253,1098.0517934649001,34.7639276194252,Switzerland
0,1990,-72.62565238197476,,,Turkey
1,1991,-22.298319358739718,0.02478119072,-22.323100549459717,Turkey
2,1992,15.931881768643507,1.5087434817018102,14.423138286941697,Turkey
3,1993,2.9476160115500534,15.5519427612223,-12.604326749672246,Turkey
4,1994,45.752581488173746,32.538013978365,13.214567509808745,Turkey
5,1995,135.9877061018642,80.1656299637883,55.8220761380759,Turkey
6,1996,207.95472256429912,243.757181413437,-35.80245884913788,Turkey
7,1997,274.10956542937674,295.94268611022005,-21.833120680843308,Turkey
8,1998,370.3095740717372,360.3117370507261,9.997837021011094,Turkey
9,1999,440.4469017248957,456.05684004657996,-15.60993832168424,Turkey
10,2000,559.9569372007782,533.349499809722,26.607437391056123,Turkey
11,2001,638.776690122243,635.9590146181109,2.8176755041321258,Turkey
12,2002,718.1922397725166,735.875458068719,-17.683218296202426,Turkey
13,2003,821.0356481929466,826.5778423456709,-5.542194152724278,Turkey
14,2004,916.2820458327387,910.3124464839012,5.969599348837505,Turkey
15,2005,995.9131282673179,1009.6173034595403,-13.704175192222351,Turkey
16,2006,1086.2052463020427,1047.96437354054,38.240872761502715,Turkey
17,2007,1138.142948576079,1159.5857622512199,-21.44281367514077,Turkey
18,2008,1252.192393826559,1252.74923194295,-0.5568381163909635,Turkey
19,2009,1274.6732983362617,1274.66431771433,0.008980621931641508,Turkey
20,2010,1366.73837695796,1272.0573743269902,94.68100263096994,Turkey
21,2011,1434.6931062598533,1308.24993521354,126.44317104631318,Turkey
22,2012,1557.9986199690784,1380.05358665696,177.9450333121183,Turkey
23,2013,1658.522183288189,1453.07071234832,205.45147093986884,Turkey
24,2014,1753.010987900063,1432.16070647779,320.85028142227293,Turkey
25,2015,1860.3685122478619,1468.9507987104098,391.4177135374521,Turkey
26,2016,1925.497697716126,1507.5173835182004,417.9803141979255,Turkey
27,2017,2033.9764122097422,1480.4558230115,553.5205891982423,Turkey
28,2018,2098.4710960147586,1504.2532927677698,594.2178032469888,Turkey
0,1990,10747.094395876105,,,United States
1,1991,14377.997343430412,14391.4266541955,-13.429310765088303,United States
2,1992,14701.453719972866,14991.0521364908,-289.5984165179343,United States
3,1993,17356.088324977318,15597.640784698799,1758.4475402785192,United States
4,1994,15490.934810242674,16505.7207309102,-1014.7859206675275,United States
5,1995,17221.50076082314,17593.527853379,-372.0270925558616,United States
6,1996,18658.32255720481,19096.2751805693,-437.95262336449014,United States
7,1997,20751.40541727806,20249.6600251355,501.74539214255856,United States
8,1998,23395.623392955342,23105.122875671,290.5005172843412,United States
9,1999,17605.03678888688,20075.213090568202,-2470.176301681324,United States
10,2000,11868.640823338123,11466.6600754927,401.98074784542223,United States
11,2001,12190.845705880958,9885.02475998783,2305.8209458931287,United States
12,2002,10732.797889180714,10894.5604853433,-161.7625961625854,United States
13,2003,11765.962104528211,11392.6080980576,373.35400647061033,United States
14,2004,13571.368709827715,12830.4791490199,740.8895608078146,United States
15,2005,10456.331360083714,11910.0884714553,-1453.7571113715858,United States
16,2006,12487.894921600702,13132.230035756002,-644.3351141552994,United States
17,2007,13566.165817905683,14046.390261551202,-480.2244436455185,United States
18,2008,15171.968774415087,14495.8579843087,676.110790106386,United States
19,2009,15283.883167927735,14994.683752631201,289.1994152965344,United States
20,2010,11907.587317159167,15626.3212783697,-3718.7339612105334,United States
21,2011,14117.157008919341,16486.94673777,-2369.7897288506574,United States
22,2012,15829.923826375103,14931.470685890601,898.453140484502,United States
23,2013,16868.536212696403,15474.1618407422,1394.3743719542035,United States
24,2014,18953.505046204606,15803.2732441725,3150.2318020321054,United States
25,2015,20918.73944215657,16001.764099896101,4916.975342260468,United States
26,2016,22106.765306580637,15987.229682628602,6119.535623952035,United States
27,2017,24707.529326072952,15216.4503722804,9491.078953792552,United States
28,2018,27134.155821111402,14180.881153491498,12953.274667619904,United States
